"X","Y","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
-108.151944444444,28.6005555555556,11.5625,17.7250003814697,54.7067909240723,551.535583496094,27.5,-4.90000009536743,32.4000015258789,17.7000007629395,10.8666667938232,18.2999992370605,4.84999990463257,838,217,12,97.110595703125,514,45,482,133
-108.101305555556,28.6023333333333,11.75,17.8999996185303,55.0769233703613,549.450134277344,27.7999992370605,-4.69999980926514,32.5,17.8333339691162,11.0833330154419,18.4500007629395,5.06666660308838,809,210,12,97.808219909668,500,44,467,126
-107.742777444444,28.6155555555556,12.1083335876465,17.8333339691162,55.3830223083496,531.818603515625,28.1000003814697,-4.09999990463257,32.2000007629395,17.9333343505859,11.4833335876465,18.5833339691162,5.63333368301392,624,161,10,100.169761657715,400,36,362,81
-108.252083333333,28.5516666666667,12.595832824707,18.3083324432373,55.9887847900391,540.527770996094,28.5,-4.19999980926514,32.7000007629395,18.5833339691162,11.8666658401489,19.1666660308838,6,903,236,13,97.3164672851562,551,47,524,145
-108.149721888889,28.5555555555556,11.3000001907349,17.6499996185303,55.6782341003418,533.146728515625,26.8999996185303,-4.80000019073486,31.7000007629395,17.2666664123535,10.5166664123535,17.8166656494141,4.83333349227905,854,219,13,96.441520690918,522,47,489,137
-108.098916333333,28.5573888888889,10.9833335876465,17.4500007629395,55.2215194702148,535.143676757812,26.6000003814697,-5,31.6000003814697,16.9833335876465,10.2000007629395,17.533332824707,4.5,831,212,13,96.0158843994141,508,46,474,131
-108.047971888889,28.5593333333333,12.0958337783813,18.0750007629395,54.9392127990723,557.989318847656,28.2999992370605,-4.59999990463257,32.8999977111816,18.25,11.4833335876465,18.8999996185303,5.29999971389771,776,202,11,99.0759582519531,485,42,450,118
-108.147777444444,28.5102777777778,12.6208333969116,18.6416664123535,56.149600982666,551.825317382812,28.7999992370605,-4.40000009536743,33.2000007629395,18.716667175293,11.9833335876465,19.3166675567627,5.88333320617676,861,224,13,98.3320236206055,531,45,500,137
-108.096666333333,28.5122222222222,11.2750005722046,17.8333339691162,56.0796661376953,530.255065917969,26.8999996185303,-4.90000009536743,31.7999992370605,17.216667175293,10.4833335876465,17.7333335876465,4.84999990463257,842,215,13,96.4679946899414,515,46,482,133
-108.045388555556,28.5145,11.2375001907349,17.7916660308838,55.4257545471191,542.549194335938,27,-5.09999990463257,32.0999984741211,17.2999992370605,10.5166664123535,17.8666667938232,4.65000009536743,809,208,12,97.6432723999023,500,44,466,125
-107.994055222222,28.5158611111111,13.0041666030884,18.7416667938232,54.9608993530273,567.896667480469,29.7999992370605,-4.30000019073486,34.0999984741211,19.1333332061768,12.5500001907349,19.8999996185303,6.04999971389771,735,191,12,99.6857986450195,466,42,424,107
-108.503055555556,28.4513888888889,16.033332824707,18.3166675567627,54.5138893127441,564.765991210938,32.2999992370605,-1.29999995231628,33.5999984741211,22.0666656494141,15.6166667938232,22.8166656494141,9.05000019073486,888,245,14,101.659759521484,561,49,532,117
-108.35025,28.4571388888889,14.625,18.9833335876465,55.6695976257324,561.339721679688,31.1000003814697,-3,34.0999984741211,20.6666660308838,14.1833333969116,21.3833332061768,7.70000028610229,923,245,15,96.5750045776367,563,50,534,143
-108.247666333333,28.46175,12.4208335876465,18.2416667938232,55.7849159240723,543.989685058594,28.2999992370605,-4.40000009536743,32.7000007629395,18.4333343505859,11.75,19.0166664123535,5.76666688919067,945,247,13,98.6483688354492,579,47,553,154
-108.145555222222,28.4652777777778,13.6791667938232,18.908332824707,55.4496574401855,571.073364257812,30.2000007629395,-3.90000009536743,34.1000022888184,19.8833332061768,13.25,20.5499992370605,6.63333368301392,854,221,14,97.1017074584961,527,47,491,132
-108.094444111111,28.4672215555556,11.6708335876465,18.158332824707,56.7447929382324,521.88671875,27.3999996185303,-4.59999990463257,32,17.5,10.8999996185303,18.0166664123535,5.33333349227905,854,217,13,95.9315719604492,521,47,487,137
-108.043333,28.469166,10.7833337783813,17.8333339691162,56.4346008300781,522.80419921875,26.2999992370605,-5.30000019073486,31.5999984741211,16.6666660308838,9.95000076293945,17.1666660308838,4.46666669845581,831,210,13,95.3613510131836,507,46,471,131
-107.992083,28.4711937777778,12.1666669845581,18.3999996185303,55.7575759887695,542.709228515625,28.3999996185303,-4.59999990463257,33,18.1000003814697,11.6000003814697,18.7666664123535,5.53333330154419,782,201,12,98.4971237182617,488,43,451,119
-107.940805222222,28.4731382222222,12.1499996185303,18.1666660308838,55.8974342346191,533.500427246094,28.2000007629395,-4.30000019073486,32.5,18,11.5333337783813,18.6499996185303,5.66666650772095,745,191,12,98.5344696044922,467,42,429,110
-107.889999666667,28.4747215555556,12.841667175293,18.2333335876465,55.420467376709,543.075561523438,29.1000003814697,-3.79999995231628,32.9000015258789,18.7333335876465,12.3166666030884,19.4500007629395,6.19999980926514,690,178,11,99.8168716430664,440,40,397,98
-108.449721888889,28.4080555555556,14.6791667938232,17.875,55.1697540283203,541.481384277344,30.3999996185303,-2,32.4000015258789,20.5666675567627,14.0833339691162,21.2333335876465,8.05000019073486,969,259,16,96.7410736083984,589,52,563,150
-108.398610777778,28.4102777777778,13.8708333969116,18.2583332061768,55.6656494140625,545.966430664062,29.7000007629395,-3.09999990463257,32.7999992370605,19.8333320617676,13.3000001907349,20.466667175293,7.16666698455811,994,262,16,96.5751953125,602,51,577,159
-108.246055222222,28.4159444444444,12.4083337783813,18.1333332061768,56.4901351928711,524.884521484375,28.1000003814697,-4,32.0999984741211,18.216667175293,11.6666669845581,18.783332824707,6.01666688919067,967,251,14,98.271369934082,590,49,565,160
-108.194138555556,28.4177771111111,13.2458333969116,18.2083339691162,54.6796798706055,564.991760253906,29.3999996185303,-3.90000009536743,33.2999992370605,19.3999996185303,12.75,20.0666656494141,6.28333330154419,911,237,15,97.5584716796875,560,48,528,143
-108.143333,28.4199993333333,13.3374996185303,18.5249996185303,55.1339263916016,562.389892578125,29.7000007629395,-3.90000009536743,33.6000022888184,19.4333324432373,12.8833332061768,20.1166667938232,6.40000009536743,885,229,15,97.6748962402344,546,48,512,138
-108.041527444444,28.4236937777778,11.5208330154419,18.1416664123535,56.5160980224609,524.076904296875,27.2999992370605,-4.80000019073486,32.0999984741211,17.3666667938232,10.75,17.9166660308838,5.18333339691162,836,212,13,95.9940719604492,511,46,477,132
-107.989999666667,28.4258326666667,11.9541664123535,18.4249992370605,56.6923065185547,524.272033691406,28,-4.5,32.5,17.7333335876465,11.283332824707,18.3500003814697,5.58333301544189,800,203,13,96.6049499511719,493,45,457,124
-107.939249666667,28.4276382222222,12.4583330154419,18.533332824707,56.5040664672852,530.911865234375,28.6000003814697,-4.19999980926514,32.7999992370605,18.2666664123535,11.8666667938232,18.8999996185303,5.98333311080933,758,193,12,97.7385482788086,473,43,434,113
-107.683610777778,28.4369441111111,13.125,18.6833343505859,56.4451179504395,533.690002441406,29.5,-3.59999990463257,33.0999984741211,18.8166675567627,12.75,19.5166664123535,6.51666688919067,582,149,10,100.374488830566,377,34,335,73
-107.581388222222,28.4402774444444,12.3583335876465,17.966667175293,55.9709243774414,523.883361816406,28.2999992370605,-3.79999995231628,32.0999984741211,18.0499992370605,11.8333339691162,18.716667175293,5.94999980926514,568,146,9,101.090370178223,369,32,330,68
-108.396749666667,28.3649166666667,13.3583335876465,17.9166660308838,56.3417205810547,521.979797363281,28.7999992370605,-3,31.7999992370605,19.1166667938232,12.6499996185303,19.6833343505859,6.98333358764648,1044,273,15,97.6611862182617,633,51,611,172
-108.345749666667,28.3668048888889,14.3291664123535,18.2083339691162,56.0256385803223,532.581420898438,30.1000003814697,-2.40000009536743,32.5,20.1333332061768,13.716667175293,20.783332824707,7.81666660308838,1001,261,16,96.3585357666016,606,51,580,162
-108.192221888889,28.3730548888889,11.3374996185303,17.5749988555908,56.8770217895508,502.630004882812,26.5,-4.40000009536743,30.8999996185303,17.0166664123535,10.3833332061768,17.4833335876465,5.30000019073486,933,235,14,94.4880523681641,561,52,529,155
-108.141360777778,28.3749437777778,12.4666662216187,18,55.5555572509766,542.026184082031,28.2999992370605,-4.09999990463257,32.3999977111816,18.4500007629395,11.8166666030884,19.0499992370605,5.84999990463257,926,240,14,99.2602920532227,572,49,542,148
-107.987777444444,28.3805548888889,12.8958330154419,18.7749996185303,56.0447769165039,548.918151855469,29.2999992370605,-4.19999980926514,33.5,18.8500003814697,12.4333333969116,19.5166664123535,6.13333320617676,796,202,14,97.6844253540039,496,46,455,122
-108.291694111111,28.323666,12.8333330154419,17.7666664123535,56.4021148681641,516.669128417969,28.2000007629395,-3.29999995231628,31.5,18.5666656494141,12.0666666030884,19.1000003814697,6.55000019073486,1032,267,14,98.1212921142578,627,51,603,172
-108.189916333333,28.3281104444444,12.4875001907349,17.8583335876465,55.982234954834,527.701354980469,28,-3.90000009536743,31.8999996185303,18.3333339691162,11.75,18.8999996185303,6.06666660308838,988,256,14,99.3853073120117,606,49,581,162
-108.138888555556,28.3297215555556,11.1374998092651,17.3916664123535,56.4664497375488,511.051177978516,26.2000007629395,-4.59999990463257,30.8000011444092,16.9166679382324,10.2333335876465,17.3833332061768,4.98333358764648,914,230,14,94.8298568725586,552,50,518,150
-108.087777444444,28.331666,11.2958335876465,17.7416667938232,56.5021209716797,518.057800292969,26.7000007629395,-4.69999980926514,31.4000015258789,17.1000003814697,10.4833335876465,17.6166667938232,5.03333330154419,891,223,14,94.8115234375,539,49,505,145
-108.036944111111,28.3336107777778,11.8958330154419,18.1749992370605,56.2693481445312,532.3125,27.7000007629395,-4.59999990463257,32.2999992370605,17.783332824707,11.2666664123535,18.3500003814697,5.38333368301392,858,217,13,96.9191360473633,527,47,492,136
-107.985833,28.3355552222222,12.6416664123535,18.4500007629395,55.7401809692383,547.231994628906,28.8999996185303,-4.19999980926514,33.0999984741211,18.6000003814697,12.1499996185303,19.25,5.90000009536743,816,206,14,97.0925979614258,506,47,465,127
-107.934416333333,28.3370274444444,12.6374998092651,18.3250007629395,55.5303039550781,545.711059570312,28.8999996185303,-4.09999990463257,33,18.533332824707,12.1999998092651,19.216667175293,5.91666650772095,771,194,13,96.8159103393555,480,46,437,117
-107.577499333333,28.35,12.5249996185303,18.6000003814697,56.3636360168457,530.173645019531,28.8999996185303,-4.09999990463257,33,18.2000007629395,12.1333332061768,18.9333343505859,6,579,147,10,99.13623046875,372,34,332,72
-108.391638555556,28.2744437777778,16.0874996185303,17.2083339691162,54.2849617004395,526.981689453125,31.7000007629395,0,31.7000007629395,21.6333332061768,15.6833333969116,22.3833332061768,9.60000038146973,931,241,16,95.9001083374023,571,53,534,140
-108.238888555556,28.2805548888889,12.0833330154419,17.8500003814697,56.6666679382324,512.934204101562,27.3999996185303,-4.09999990463257,31.5,17.8166675567627,11.2666664123535,18.3166675567627,5.84999990463257,1000,254,14,96.097770690918,603,52,575,168
-108.187777444444,28.2824993333333,12.2666664123535,17.8999996185303,56.4668769836426,520.896667480469,27.7000007629395,-4,31.7000007629395,18.0833339691162,11.4833335876465,18.6000003814697,5.94999980926514,991,253,14,97.4248123168945,602,51,575,165
-108.136666333333,28.2844441111111,11.904167175293,17.6749992370605,55.9335441589355,524.220031738281,27.2999992370605,-4.30000019073486,31.5999984741211,17.7666664123535,11.1333332061768,18.283332824707,5.53333330154419,950,240,14,96.2460632324219,576,51,545,157
-108.086221888889,28.2862774444444,11.5833330154419,18.0666675567627,56.8134155273438,519.516052246094,27.1000003814697,-4.69999980926514,31.7999992370605,17.3999996185303,10.8000001907349,17.8999996185303,5.28333330154419,904,226,13,94.7544250488281,546,49,512,149
-107.983416333333,28.2906385555556,12.3541669845581,18.125,55.7692337036133,535.449951171875,28.2999992370605,-4.19999980926514,32.5,18.216667175293,11.8000001907349,18.8333339691162,5.78333330154419,835,208,13,95.5688095092773,512,47,472,132
-107.932499333333,28.2922218888889,11.5041666030884,17.9583339691162,56.4727439880371,514.143005371094,27.2000007629395,-4.59999990463257,31.8000011444092,17.1666660308838,10.8333330154419,17.7666664123535,5.25,809,200,13,93.8873519897461,491,47,454,127
-107.881554888889,28.2942774444444,12.720832824707,18.4416656494141,56.2245941162109,531.757202148438,28.8999996185303,-3.90000009536743,32.7999992370605,18.466667175293,12.2333335876465,19.1499996185303,6.18333339691162,747,185,13,95.3875122070312,463,45,418,113
-107.728610444444,28.2994441111111,12.1999998092651,18.1333332061768,56.3147010803223,523.463134765625,28.1000003814697,-4.09999990463257,32.2000007629395,17.8999996185303,11.6833333969116,18.533332824707,5.76666641235352,667,165,11,95.2541656494141,416,40,372,94
-107.626388222222,28.3030555555556,11.7458333969116,17.8083324432373,56.3554840087891,512.291931152344,27.5,-4.09999990463257,31.6000003814697,17.3333339691162,11.1666669845581,17.9833335876465,5.5,641,160,11,96.1433563232422,402,38,362,87
-108.797499666667,28.2127777777778,16.4874992370605,17.4916667938232,55.3533744812012,507.601867675781,32,0.400000005960464,31.6000003814697,21.9333343505859,15.8333330154419,22.6166667938232,10.283332824707,1006,270,14,99.8065567016602,627,52,593,148
-108.389277444444,28.2298604444444,13.2916669845581,17.5,56.6343040466309,500.498992919922,28.3999996185303,-2.5,30.8999996185303,18.8333339691162,12.4833335876465,19.3833332061768,7.23333358764648,1089,278,15,95.9602279663086,653,54,629,185
-108.338610777778,28.2313882222222,11.7708330154419,17.091667175293,56.7829475402832,494.788543701172,26.5,-3.59999990463257,30.1000003814697,17.3666667938232,10.8166666030884,17.8166656494141,5.83333349227905,1036,260,14,94.2824630737305,618,54,588,178
-108.287833,28.233583,11.9583330154419,17.4333324432373,56.4185523986816,511.529937744141,27,-3.90000009536743,30.8999996185303,17.716667175293,11.1000003814697,18.1833343505859,5.76666641235352,1029,260,14,95.2782135009766,617,54,589,174
-108.236666333333,28.2355552222222,12.5583333969116,18.033332824707,56.5308227539062,523.974487304688,28,-3.90000009536743,31.8999996185303,18.3833332061768,11.8666667938232,18.8999996185303,6.14999961853027,1037,264,14,97.1815643310547,627,53,603,174
-108.185999666667,28.2373607777778,12.6791667938232,18.2749996185303,56.5789489746094,526.832092285156,28.2999992370605,-4,32.2999992370605,18.5166664123535,12,19.0499992370605,6.23333358764648,1017,258,14,96.8767929077148,615,53,589,170
-108.133860777778,28.2393052222222,11.9833335876465,17.8999996185303,56.8253974914551,514.677001953125,27.2999992370605,-4.19999980926514,31.5,17.75,11.1666660308838,18.2333335876465,5.75,956,238,14,94.4538040161133,574,53,542,160
-108.083610777778,28.2413885555556,12.3041667938232,18.2583332061768,56.1794891357422,533.76220703125,28.1000003814697,-4.40000009536743,32.5,18.216667175293,11.6500005722046,18.7666664123535,5.78333377838135,938,234,14,95.2427978515625,567,52,534,155
-108.032499333333,28.243333,11.1000003814697,17.8166675567627,56.7409782409668,508.826629638672,26.5,-4.90000009536743,31.3999996185303,16.783332824707,10.3333339691162,17.283332824707,4.90000009536743,876,215,14,92.5597229003906,525,50,488,144
-107.981388222222,28.2449996666667,11.2583332061768,17.9333324432373,56.5720291137695,515.482238769531,26.7999992370605,-4.90000009536743,31.6999988555908,16.9833335876465,10.5666666030884,17.5,4.96666669845581,847,208,13,92.8778686523438,510,49,472,138
-107.930554888889,28.2469441111111,11.9916667938232,18.1333332061768,56.1403503417969,527.889587402344,27.7999992370605,-4.5,32.2999992370605,17.7999992370605,11.4166660308838,18.3833332061768,5.51666688919067,810,198,13,93.2448806762695,491,48,451,129
-107.879443777778,28.2488885555556,12.5874996185303,18.2583332061768,56.1794853210449,528.820007324219,28.6000003814697,-3.90000009536743,32.5,18.3333339691162,12.0833339691162,18.966667175293,6.08333301544189,763,187,13,93.8217544555664,468,47,423,117
-107.725999333333,28.2542222222222,11.4333333969116,17.8166675567627,56.560848236084,509.029083251953,27,-4.5,31.5,17.033332824707,10.8166666030884,17.6166667938232,5.21666669845581,709,173,12,93.0888671875,434,43,393,105
-107.675554888889,28.2561111111111,11.5416669845581,17.783332824707,56.6348190307617,511.645446777344,27.1000003814697,-4.30000019073486,31.4000015258789,17.1499996185303,10.9499998092651,17.75,5.28333330154419,673,166,12,94.2038726806641,416,41,375,96
-107.624443777778,28.2577777777778,10.625,17.2999992370605,56.3517913818359,497.244689941406,25.8999996185303,-4.80000019073486,30.7000007629395,16.1166667938232,9.96666717529297,16.7000007629395,4.58333349227905,701,172,12,93.5268325805664,431,42,390,100
-107.573749333333,28.2595277777778,11.1041669845581,17.4583339691162,56.1361198425293,504.053833007812,26.6000003814697,-4.5,31.1000003814697,16.6166667938232,10.5166673660278,17.25,4.96666669845581,657,163,11,95.4284744262695,410,39,370,89
-108.947749666667,28.1608055555556,17.7083339691162,17.6333332061768,54.932502746582,514.493713378906,33.5999984741211,1.5,32.0999984741211,23.0833320617676,17.2000007629395,23.8666667938232,11.3833332061768,974,256,13,98.8588333129883,608,51,564,149
-108.743833,28.1697493333333,16.1083335876465,17.533332824707,56.0170402526855,495.836456298828,31.5,0.200000002980232,31.2999992370605,21.3999996185303,15.466667175293,22.0833339691162,10.0500001907349,1042,277,15,98.5435256958008,642,52,610,160
-108.336388555556,28.1863885555556,12.1208333969116,17.2083339691162,57.5529518127441,484.446533203125,26.7000007629395,-3.20000004768372,29.9000015258789,17.6000003814697,11.1500005722046,18.033332824707,6.31666660308838,1043,261,14,93.9567108154297,621,54,591,180
-108.234444111111,28.1902774444444,13.3083333969116,18.0166664123535,55.7791557312012,533.72119140625,28.8999996185303,-3.40000009536743,32.2999992370605,19.1666660308838,12.7333335876465,19.7333335876465,6.75,1080,269,15,94.4776077270508,644,55,618,181
-108.183777444444,28.1920552222222,13.3833332061768,18.4166660308838,56.1483726501465,540.741638183594,29.2000007629395,-3.59999990463257,32.7999992370605,19.2999992370605,12.8666667938232,19.8666667938232,6.71666669845581,1053,261,15,94.09033203125,628,54,600,177
-108.081443777778,28.1963885555556,11.1958332061768,17.5583324432373,57.0075759887695,499.997528076172,26.2999992370605,-4.5,30.7999992370605,16.8166675567627,10.3499994277954,17.283332824707,5.15000009536743,915,223,14,91.4001617431641,543,53,506,154
-108.030666,28.1979163333333,11.0416669845581,17.5166664123535,56.5053749084473,507.166076660156,26.2000007629395,-4.80000019073486,31,16.716667175293,10.2666664123535,17.216667175293,4.88333320617676,885,216,13,91.9485321044922,528,50,491,147
-107.928277111111,28.2023333333333,11.4250001907349,17.9333343505859,56.5720291137695,517.878112792969,27,-4.69999980926514,31.7000007629395,17.1666660308838,10.7833337783813,17.7000007629395,5.08333349227905,828,201,13,91.6029205322266,496,49,457,134
-107.877499333333,28.2036111111111,11.7875003814697,18.0583324432373,56.6091957092285,514.874755859375,27.5,-4.40000009536743,31.8999996185303,17.4500007629395,11.1833333969116,18.0166664123535,5.48333358764648,792,192,13,91.7637405395508,477,48,436,126
-107.826388222222,28.2055555555556,12.1666669845581,18.0833339691162,56.5104179382324,517.706176757812,27.8999996185303,-4.09999990463257,32,17.8166656494141,11.6000003814697,18.3999996185303,5.79999971389771,751,181,13,91.6871719360352,455,46,411,117
-107.775554888889,28.2072222222222,11.1000003814697,17.6000003814697,56.5916404724121,502.290191650391,26.5,-4.59999990463257,31.1000003814697,16.6499996185303,10.4166669845581,17.2000007629395,4.98333311080933,752,182,13,91.4688339233398,454,45,413,117
-107.724443777778,28.2091666666667,11.0916662216187,17.6499996185303,56.2101898193359,509.936859130859,26.6000003814697,-4.80000019073486,31.4000015258789,16.7000007629395,10.4833335876465,17.2666664123535,4.85000038146973,715,174,12,92.1863555908203,435,43,394,108
-107.622499333333,28.2127777777778,10.5625,17.375,56.4123382568359,498.903900146484,25.7999992370605,-5,30.7999992370605,16.0666675567627,9.91666698455811,16.6499996185303,4.48333358764648,701,172,12,93.5240783691406,431,42,390,101
-107.571388222222,28.2144444444444,10.9333333969116,17.5166664123535,56.6882438659668,495.916656494141,26.2999992370605,-4.59999990463257,30.8999996185303,16.3833332061768,10.3000001907349,16.9833335876465,4.88333320617676,673,165,11,93.9399261474609,416,40,375,94
-108.282943777778,28.1434718888889,14.3500003814697,17.6833343505859,55.9599151611328,517.252380371094,29.7000007629395,-1.89999997615814,31.6000003814697,20,13.7333335876465,20.5833339691162,8.01666641235352,1083,266,16,91.7662887573242,639,56,607,183
-108.181110444444,28.1472218888889,12.9624996185303,17.908332824707,56.4931640625,517.279296875,28.3999996185303,-3.29999995231628,31.6999988555908,18.6666660308838,12.2833337783813,19.2000007629395,6.63333320617676,1018,252,14,94.4216537475586,610,54,579,172
-108.130277111111,28.1491663333333,12.3541669845581,18.0083332061768,56.6299781799316,516.937927246094,27.8999996185303,-3.90000009536743,31.7999992370605,18.0666656494141,11.6833333969116,18.5833339691162,6.03333330154419,971,238,14,92.7413711547852,578,54,544,165
-108.079638222222,28.1506388888889,11.7250003814697,17.783332824707,56.9978637695312,505.755523681641,27,-4.19999980926514,31.2000007629395,17.3666667938232,10.9499998092651,17.8666667938232,5.58333349227905,927,225,13,91.6249008178711,550,52,514,157
-108.028332666667,28.1527777777778,12.0375003814697,17.8250007629395,56.2302856445312,520.070495605469,27.5,-4.19999980926514,31.7000007629395,17.7999992370605,11.3666667938232,18.3333339691162,5.68333339691162,905,218,13,91.2377090454102,538,53,499,152
-107.977221555556,28.1547222222222,11.125,17.6166667938232,56.4636764526367,512.309814453125,26.3999996185303,-4.80000019073486,31.2000007629395,16.8500003814697,10.4000005722046,17.3500003814697,4.88333320617676,869,209,13,90.4001083374023,515,52,476,145
-107.926027111111,28.1564444444444,11.0333337783813,17.533332824707,56.3772773742676,511.207702636719,26.2999992370605,-4.80000019073486,31.0999984741211,16.7333335876465,10.3333330154419,17.25,4.78333330154419,843,202,13,90.0378723144531,500,51,460,139
-107.875277111111,28.1586111111111,11.6125001907349,17.9416675567627,56.598316192627,515.690734863281,27.2000007629395,-4.5,31.7000007629395,17.3000011444092,11.0166664123535,17.8500003814697,5.28333330154419,803,192,13,90.5000762939453,480,49,438,130
-107.824388222222,28.1607222222222,12.1541662216187,18.2416667938232,56.6511383056641,520.753234863281,27.8999996185303,-4.30000019073486,32.2000007629395,17.8333339691162,11.6499996185303,18.3999996185303,5.71666669845581,756,180,13,90.168327331543,454,48,409,120
-107.671388222222,28.1658333333333,10.5374994277954,17.7749996185303,56.9711532592773,501.149230957031,25.8999996185303,-5.30000019073486,31.2000007629395,16.0833320617676,9.88333320617676,16.6333332061768,4.41666650772095,733,177,13,91.482551574707,444,45,403,110
-107.620554888889,28.1674993333333,10.4541664123535,17.5416660308838,56.9534645080566,495.206390380859,25.7000007629395,-5.09999990463257,30.8000011444092,15.9499998092651,9.78333377838135,16.4833335876465,4.41666650772095,718,175,12,92.4909591674805,438,43,397,105
-107.569443777778,28.1694437777778,10.7875003814697,17.591667175293,56.9309577941895,494.943176269531,26.1000003814697,-4.80000019073486,30.9000015258789,16.25,10.1333332061768,16.8333339691162,4.76666641235352,692,169,12,93.1644973754883,425,41,384,99
-108.993888555556,28.0686104444444,16.6458339691162,17.3083324432373,55.1220817565918,510.024291992188,32.0999984741211,0.699999988079071,31.3999977111816,22.1333332061768,16.0166664123535,22.7999992370605,10.4000005722046,999,265,12,99.8754119873047,626,47,580,158
-108.178888222222,28.1019444444444,12.9250001907349,17.783332824707,56.4550285339355,512.788696289062,28.2999992370605,-3.20000004768372,31.5,18.5499992370605,12.283332824707,19.1000003814697,6.63333368301392,1022,249,14,92.4810485839844,606,55,573,175
-108.076943777778,28.1058333333333,12.4166669845581,18.1333332061768,57.0230598449707,508.180053710938,28,-3.79999995231628,31.7999992370605,18,11.75,18.5499992370605,6.19999980926514,944,226,13,90.8024291992188,558,54,520,162
-108.026027111111,28.1081944444444,12.9125003814697,18.125,56.1145477294922,526.057922363281,28.7000007629395,-3.59999990463257,32.2999992370605,18.6499996185303,12.3499994277954,19.25,6.45000028610229,913,216,14,89.7575302124023,540,56,497,153
-107.975277111111,28.1094444444444,11.2124996185303,17.5583324432373,56.6397857666016,503.587707519531,26.3999996185303,-4.59999990463257,31,16.8500003814697,10.4333333969116,17.3333339691162,5.09999990463257,875,209,13,89.7589569091797,517,52,477,147
-107.923916,28.1111111111111,10.2666664123535,17.1833324432373,57.0874862670898,488.710418701172,25.1000003814697,-5,30.1000003814697,15.8000001907349,9.39999961853027,16.2333335876465,4.38333320617676,863,207,14,90.0283660888672,512,50,471,142
-107.873332666667,28.1133333333333,11.5500001907349,17.7999992370605,56.5079383850098,515.275756835938,27,-4.5,31.5,17.2666664123535,10.9166669845581,17.7999992370605,5.25,806,191,13,89.5768737792969,479,50,437,132
-107.669443777778,28.1205548888889,10.9666662216187,18.1499996185303,57.2555198669434,501.449401855469,26.6000003814697,-5.09999990463257,31.7000007629395,16.4833335876465,10.3333330154419,17.0499992370605,4.83333301544189,727,174,13,90.0661315917969,436,45,396,111
-107.618332666667,28.1224993333333,11.1833333969116,18.0499992370605,56.9400634765625,505.979400634766,26.7999992370605,-4.90000009536743,31.6999988555908,16.7333335876465,10.6000003814697,17.3166675567627,4.96666669845581,690,166,11,91.2439804077148,418,41,378,103
-107.567499333333,28.124166,11.1458330154419,17.841667175293,57.1848258972168,497.463836669922,26.6000003814697,-4.59999990463257,31.2000007629395,16.6166667938232,10.5166664123535,17.2000007629395,5.06666660308838,684,165,12,91.6141204833984,416,42,376,99
-107.413722222222,28.1293604444444,11.5833330154419,17.9833335876465,57.4547386169434,486.571197509766,27.2000007629395,-4.09999990463257,31.3000011444092,16.8666667938232,11.0333337783813,17.5,5.63333320617676,643,160,11,95.6809234619141,403,37,362,85
-107.159722222222,28.1377774444444,12.5500001907349,18.2000007629395,56.6978187561035,501.076141357422,28.5,-3.59999990463257,32.0999984741211,17.8666667938232,12.2333326339722,18.6000003814697,6.33333301544189,551,144,9,103.243186950684,365,30,323,58
-108.227693777778,28.0551388888889,13.0708332061768,17.4916667938232,57.349723815918,482.905303955078,28.1000003814697,-2.40000009536743,30.5,18.3666667938232,12.3333330154419,18.8833332061768,7.19999980926514,1028,251,14,92.2700958251953,609,55,575,178
-108.176666,28.0566666666667,12.3916664123535,17.9166660308838,57.0594444274902,505.644653320312,27.7000007629395,-3.70000004768372,31.4000015258789,17.9833335876465,11.6999998092651,18.4833335876465,6.19999980926514,1006,242,14,90.8292770385742,592,56,556,174
-108.125832666667,28.0586111111111,13.2875003814697,18.0083332061768,56.2760429382324,522.220458984375,28.8999996185303,-3.09999990463257,32,18.966667175293,12.7666673660278,19.5499992370605,6.84999990463257,995,238,14,90.7902069091797,588,55,549,169
-108.023804888889,28.0628888888889,11.8166666030884,17.783332824707,56.9978637695312,501.617095947266,27.1000003814697,-4.09999990463257,31.2000007629395,17.3999996185303,11.0666666030884,17.8833332061768,5.70000028610229,906,215,13,89.3638381958008,533,53,493,155
-107.973054888889,28.0644444444444,11.8541669845581,17.8083343505859,56.8956336975098,505.6474609375,27.2000007629395,-4.09999990463257,31.3000011444092,17.4833335876465,11.1166667938232,17.9833335876465,5.68333339691162,876,206,13,88.6533660888672,515,53,473,149
-107.921943777778,28.0663888888889,12.3000001907349,17.9166660308838,56.698314666748,510.805938720703,27.7999992370605,-3.79999995231628,31.5999984741211,17.9333324432373,11.6833333969116,18.466667175293,6.03333330154419,839,194,13,87.3654556274414,492,54,447,142
-107.870721555556,28.0678604444444,11.125,17.6833324432373,57.2276153564453,498.531951904297,26.2999992370605,-4.59999990463257,30.8999996185303,16.716667175293,10.3833332061768,17.1833324432373,5.06666660308838,830,196,13,88.6569366455078,489,50,449,138
-107.819971555556,28.0698604444444,11.3416662216187,18.0499992370605,56.9400634765625,511.747589111328,26.8999996185303,-4.80000019073486,31.7000007629395,17.033332824707,10.6833333969116,17.5499992370605,5.08333349227905,796,187,13,88.3707809448242,470,49,428,131
